product1_id,product1_title,product1_brand,product1_description,product2_id,product2_title,product2_brand,product2_description,label
P007389,New F25 Pro 512GB Midnight - Oppo,Oppo,"Oppo's F25 Pro features New, 512GB, 6.1 Super Retina XDR, 50 MP triple camera for everyday use.",P007390,F25 Pro 512GB Midnight - Oppo Renewed,Oppo,"Oppo's F25 Pro features Renewed, 512GB, Tensor G3, 6.1-inch OLED display for everyday use.",0
P014609,MSI Cyborg 15 256GB SSD Silver Core i5 RTX 3050,MSI,"MSI's Cyborg 15 features Core i5 RTX 3050, 32 GB RAM, Core i7 RTX 3050, 256GB SSD for everyday use.",P014610,MSI Cyborg 15 1TB SSD Silver Core i5 RTX 3050,MSI,"MSI's Cyborg 15 features Core i5 12th Gen, Core i5 RTX 3050, 1TB SSD, 8GB RAM for everyday use.",0
P010329,Dell XPS 13 (256GB SSD) Blue Ubuntu Linux,Dell,"XPS 13 by Dell: 256GB SSD, Ubuntu Linux, 8GB RAM, Ryzen 5 5600H.",P010330,Ubuntu Linux Dell Alienware m16 (256GB SSD) Blue,Dell,"Dell's Alienware m16 features 32 GB RAM, Core i7 RTX 3050, Ubuntu Linux, 256GB SSD for everyday use.",0
P019815,Summits UK 8 Grey - Skechers,Skechers,"This Summits from Skechers is equipped with breathable knit, 55in display, UK 8.",P019816,Skechers Summits (UK 8) Grey,Skechers,"Experience UK 8, breathable knit, 55in display with the Skechers Summits.",1
P005241,Open Box Google Pixel 8 64GB Desert Titanium,Google,"Pixel 8 by Google: Open Box, 6.7 inch AMOLED, Exynos 2400, 64GB.",P005242,Google Pixel 8a 64GB Desert Titanium Open Box,Google,"Pixel 8a by Google: Open Box, 64GB, 6.1-inch OLED display, 48MP main camera.",0
P013111,"Ryzen 5 Acer Swift 3 256GB SSD, Silver",Acer,"The Acer Swift 3 comes with Ryzen 7 RTX 4060, Ryzen 5, 256GB SSD, 16GB RAM.",P013112,Ryzen 5 Acer Swift 3 256GB SSD Silver,Acer,"Swift 3 by Acer: Ryzen 5, 256GB SSD, Ryzen 7 RTX 4060, 16GB RAM.",1
P025907,Deluxe Edition CD Projekt Red The Witcher 3 Standard,CD Projekt Red,The Witcher 3 by CD Projekt Red: Deluxe Edition.,P025908,"CD Projekt Red The Witcher 3, Standard Deluxe Edition",CD Projekt Red,The CD Projekt Red The Witcher 3 comes with Deluxe Edition.,1
P020161,Mixer Grinder 750W Red - Prestige,Prestige,"Experience 2 Litre, 1400 Watt with the Prestige Mixer Grinder 750W.",P020162,Prestige Mixer Grinder 750W Steel,Prestige,"Experience 2 Litre, 750W motor with the Prestige Mixer Grinder 750W.",0
P017767,Nike Air Force 1 UK 10 Black/White,Nike,"The Nike Air Force 1 comes with 55in display, Leather upper, UK 10.",P017768,"Nike Air Force 1 UK 10, Black/White",Nike,"This Air Force 1 from Nike is equipped with UK 10, 55in display, Leather upper.",1
P018033,Nike Pegasus 40 UK 7 Black/White,Nike,"Nike's Pegasus 40 features UK 7, 43 inch screen, Leather upper for everyday use.",P018034,Nike Pegasus 40 Triple Black UK 7,Nike,"Experience 43 inch screen, UK 7, breathable knit with the Nike Pegasus 40.",0
P020973,Microsoft Xbox Series X White 512 Digital EditionGB,Microsoft,"The Microsoft Xbox Series X comes with 120fps gaming, 512 Digital EditionGB, Custom SSD storage.",P020974,Microsoft Xbox Series X (512 Digital EditionGB) Black,Microsoft,"This Xbox Series X from Microsoft is equipped with 4K graphics support, 512 Digital EditionGB, Custom SSD storage.",0
P009499,Ubuntu Linux HP Victus (1TB SSD) Blue,HP,"Experience Ryzen 7 RTX 4060, Ubuntu Linux, 1TB SSD, 32 GB RAM with the HP Victus.",P009500,Ubuntu Linux Victus 1TB SSD Blue - HP,HP,"Experience 32 GB RAM, Ubuntu Linux, Ryzen 7 RTX 4060, 1TB SSD with the HP Victus.",1
P010391,Dell XPS 13 512GB SSD Silver Core i7 16GB RAM,Dell,"XPS 13 by Dell: 16GB RAM, Core i5 12th Gen, 512GB SSD, Core i7 16GB RAM.",P010392,Dell XPS 13 Silver 512GB SSD Core i7 16GB RAM,Dell,"The Dell XPS 13 comes with Core i7 16GB RAM, 512GB SSD, Core i5 12th Gen, 16GB RAM.",1
P009033,Refurbished Nothing Phone 1 256GB Titanium Gray,Nothing,"Nothing's Phone 1 features 256GB, 50 MP triple camera, Refurbished, Dimensity 9200 for everyday use.",P009034,Nothing Phone 1 Phantom Black 256GB Refurbished,Nothing,"Phone 1 by Nothing: 50 MP triple camera, 256GB, Refurbished, 6.1 Super Retina XDR.",0
P011707,"Lenovo IdeaPad Slim 5 1TB SSD, Black Non-Touch Display",Lenovo,"IdeaPad Slim 5 by Lenovo: 32 GB RAM, Non-Touch Display, 1TB SSD, Ryzen 7 RTX 4060.",P011708,Non-Touch Display IdeaPad Slim 5 1TB SSD Black - Lenovo,Lenovo,"Lenovo's IdeaPad Slim 5 features 1TB SSD, Non-Touch Display, 32 GB RAM, Ryzen 7 RTX 4060 for everyday use.",1
P002695,Renewed Samsung Galaxy Z Flip5 64GB White,Samsung,"Samsung's Galaxy Z Flip5 features 64GB, 6.5in LCD 120Hz, Renewed, 108MP quad camera for everyday use.",P002696,Renewed Samsung Galaxy Z Flip5 White 64 GB,Samsung,"Galaxy Z Flip5 by Samsung: 64 GB, 6.5in LCD 120Hz, 108MP quad camera, Renewed.",1
P001395,Apple iPhone 16 128GB Phantom Black Renewed,Apple,"Experience 6.5in LCD 120Hz, 128GB, 108MP quad camera, Renewed with the Apple iPhone 16.",P001396,"Renewed Apple iPhone 16 128 GB, Phantom Black",Apple,"iPhone 16 by Apple: 128 GB, Renewed, 108MP quad camera, 6.5in LCD 120Hz.",1
P024621,with crevice tool Navigator Lift-Away Yellow/Nickel - Shark,Shark,"This Navigator Lift-Away from Shark is equipped with with crevice tool, 60 minute runtime, Powerful cyclone suction.",P024622,Shark Vertex Pro Yellow/Nickel with crevice tool,Shark,"Experience with crevice tool, Powerful cyclone suction, 40 minute runtime with the Shark Vertex Pro.",0
P011305,IdeaPad Slim 5 512GB SSD Blue - Lenovo Core i7 16GB RAM,Lenovo,"The Lenovo IdeaPad Slim 5 comes with 8GB RAM, Core i7 16GB RAM, Core i7 RTX 3050, 512GB SSD.",P011306,"Core i7 16GB RAM Lenovo IdeaPad Slim 5 1TB SSD, Blue",Lenovo,"Experience 16GB RAM, Core i7 16GB RAM, 1TB SSD, Core i7 RTX 3050 with the Lenovo IdeaPad Slim 5.",0
P007799,"Refurbished Realme GT 5 512GB, Black",Realme,"Realme's GT 5 features 50 MP triple camera, Refurbished, 512GB, 6.1 Super Retina XDR for everyday use.",P007800,Refurbished Realme GT 5 Black 512 GB,Realme,"This GT 5 from Realme is equipped with Refurbished, 512 GB, 6.1 Super Retina XDR, 50 MP triple camera.",1
P019087,Puma Anzarun Lite UK 10 Black/White,Puma,"Experience 55in display, UK 10, breathable knit with the Puma Anzarun Lite.",P019088,"Puma Anzarun Lite UK 10, Black/White",Puma,"Experience 55in display, UK 10, breathable knit with the Puma Anzarun Lite.",1
P007617,Narzo 60 64GB Phantom Black - Realme Open Box,Realme,"Realme's Narzo 60 features 64GB, 6.7 inch AMOLED, Open Box, 50 MP triple camera for everyday use.",P007618,Open Box Realme Narzo 60 (512GB) Phantom Black,Realme,"This Narzo 60 from Realme is equipped with 48MP main camera, 512GB, Open Box, Tensor G3.",0
P000311,Apple iPhone 14 (512GB) Black,Apple,"Experience Snapdragon 8 Gen 3, 6.1 Super Retina XDR, 512GB with the Apple iPhone 14.",P000312,iPhone 14 512 GB Black - Apple,Apple,"This iPhone 14 from Apple is equipped with 512 GB, Snapdragon 8 Gen 3, 6.1 Super Retina XDR.",1
P026143,Red Dead Redemption 2 Standard - Rockstar Games Standard Edition,Rockstar Games,Rockstar Games's Red Dead Redemption 2 features Standard Edition for everyday use.,P026144,Rockstar Games Red Dead Redemption 2 Standard Standard Edition,Rockstar Games,The Rockstar Games Red Dead Redemption 2 comes with Standard Edition.,1
P026057,Grand Theft Auto V Standard - Rockstar Games PS5,Rockstar Games,Rockstar Games's Grand Theft Auto V features PS5 for everyday use.,P026058,Grand Theft Auto V Standard - Rockstar Games Standard Edition,Rockstar Games,Rockstar Games's Grand Theft Auto V features Standard Edition for everyday use.,0
P001723,Open Box Galaxy S23 Ultra 256GB Black - Samsung,Samsung,"Experience A16 Bionic chip, 108MP quad camera, 256GB, Open Box with the Samsung Galaxy S23 Ultra.",P001724,Galaxy S23 Ultra 256 GB Black - Samsung Open Box,Samsung,"Galaxy S23 Ultra by Samsung: 256 GB, A16 Bionic chip, 108MP quad camera, Open Box.",1
P002527,Samsung Galaxy A54 White 64GB Refurbished,Samsung,"This Galaxy A54 from Samsung is equipped with 64GB, Refurbished, Snapdragon 8 Gen 3, 108MP quad camera.",P002528,Galaxy A54 64 GB White - Samsung Refurbished,Samsung,"This Galaxy A54 from Samsung is equipped with 108MP quad camera, Refurbished, 64 GB, Snapdragon 8 Gen 3.",1
P023129,"Portable SSD Samsung 990 PRO 500GB, Black",Samsung,"This 990 PRO from Samsung is equipped with 500GB, 560 MB/s read speed, USB-C interface, Portable SSD.",P023130,Portable SSD Samsung 990 PRO (2TB) Black,Samsung,"The Samsung 990 PRO comes with 2TB, SATA III interface, Portable SSD, 1050 MB/s transfer speed.",0
P018319,Duramo SL UK 9 Blue - Adidas,Adidas,"The Adidas Duramo SL comes with 43 inch screen, Mesh upper, UK 9.",P018320,Adidas Duramo SL Blue UK 9,Adidas,"Duramo SL by Adidas: UK 9, 43 inch screen, Mesh upper.",1
P006267,Open Box Vivo V27 Pro Titanium Gray 512GB,Vivo,"This V27 Pro from Vivo is equipped with Open Box, Exynos 2400, 512GB, 48MP main camera.",P006268,V27 Pro 512 GB Titanium Gray - Vivo Open Box,Vivo,"This V27 Pro from Vivo is equipped with 48MP main camera, Exynos 2400, Open Box, 512 GB.",1
P014015,Core i7 16GB RAM MacBook Air M3 512GB SSD Black - Apple,Apple,"MacBook Air M3 by Apple: 512GB SSD, 32 GB RAM, Core i5 12th Gen, Core i7 16GB RAM.",P014016,Apple MacBook Air M3 Black 512GB SSD Core i7 16GB RAM,Apple,"The Apple MacBook Air M3 comes with Core i5 12th Gen, 32 GB RAM, 512GB SSD, Core i7 16GB RAM.",1
P007347,Refurbished Reno 10 512GB Green - Oppo,Oppo,"This Reno 10 from Oppo is equipped with Refurbished, 6.7 inch AMOLED, 512GB, 48MP main camera.",P007348,"Refurbished Oppo Reno 10 512 GB, Green",Oppo,"Oppo's Reno 10 features 48MP main camera, 512 GB, 6.7 inch AMOLED, Refurbished for everyday use.",1
P021111,Nintendo Switch Lite Black 512 Disc EditionGB,Nintendo,"Switch Lite by Nintendo: 4K graphics support, 512 Disc EditionGB, Custom SSD storage.",P021112,Switch Lite 512 Disc Edition GB Black - Nintendo,Nintendo,"Nintendo's Switch Lite features Custom SSD storage, 512 Disc Edition GB, 4K graphics support for everyday use.",1
P026227,PS5 Nintendo The Legend of Zelda: Tears of the Kingdom Standard,Nintendo,Experience PS5 with the Nintendo The Legend of Zelda: Tears of the Kingdom.,P026228,The Legend of Zelda: Tears of the Kingdom Standard - Nintendo PS5,Nintendo,Nintendo's The Legend of Zelda: Tears of the Kingdom features PS5 for everyday use.,1
P022191,"Dell UltraSharp U2723QE 24 inch, Black",Dell,"UltraSharp U2723QE by Dell: Full HD resolution, 24 inch, 144Hz refresh rate.",P022192,Dell UltraSharp U2723QE Black 24 inch,Dell,"This UltraSharp U2723QE from Dell is equipped with 24 inch, 144Hz refresh rate, Full HD resolution.",1
P005137,Refurbished Xiaomi Poco X6 Pro (256GB) White,Xiaomi,"Experience Refurbished, 256GB, 6.7 inch AMOLED, A16 Bionic chip with the Xiaomi Poco X6 Pro.",P005138,"Xiaomi Poco X6 Pro 256GB, White Open Box",Xiaomi,"Poco X6 Pro by Xiaomi: Open Box, 256GB, 6.7 inch AMOLED, 50 MP triple camera.",0
P026557,"v2 TP-Link Deco X60, Black",TP-Link,Deco X60 by TP-Link: v2.,P026558,"TP-Link Deco X60, Black v3",TP-Link,This Deco X60 from TP-Link is equipped with v3.,0
P009199,Nothing Phone 2 Midnight 128GB,Nothing,"This Phone 2 from Nothing is equipped with 128GB, 6.7 inch AMOLED, Exynos 2400.",P009200,Nothing Phone 2 (128 GB) Midnight,Nothing,"Nothing's Phone 2 features Exynos 2400, 6.7 inch AMOLED, 128 GB for everyday use.",1
P010859,Dell XPS 13 Black 1TB SSD Ubuntu Linux,Dell,"Experience 1TB SSD, 16GB RAM, Ubuntu Linux, Ryzen 7 RTX 4060 with the Dell XPS 13.",P010860,XPS 13 1TB SSD Black - Dell Ubuntu Linux,Dell,"The Dell XPS 13 comes with Ubuntu Linux, 16GB RAM, 1TB SSD, Ryzen 7 RTX 4060.",1
P025545,Jane Austen Sense and Sensibility Hardcover 1st Edition,Jane Austen,Jane Austen's Sense and Sensibility features 1st Edition for everyday use.,P025546,Sense and Sensibility Hardcover - Jane Austen Illustrated Edition,Jane Austen,The Jane Austen Sense and Sensibility comes with Illustrated Edition.,0
P001411,Apple iPhone 16 Pro Titanium Gray 64GB New,Apple,"Experience 6.1 Super Retina XDR, 64GB, Tensor G3, New with the Apple iPhone 16 Pro.",P001412,New Apple iPhone 16 Pro (64 GB) Titanium Gray,Apple,"The Apple iPhone 16 Pro comes with 6.1 Super Retina XDR, 64 GB, New, Tensor G3.",1
P022299,Dell UltraSharp U3223QE (34 inch) Black,Dell,"Experience 60Hz refresh rate, Full HD resolution, 34 inch with the Dell UltraSharp U3223QE.",P022300,Dell UltraSharp U3223QE Black 34 inch,Dell,"Dell's UltraSharp U3223QE features Full HD resolution, 34 inch, 60Hz refresh rate for everyday use.",1
P005411,Google Pixel 8 Pro (128GB) Midnight,Google,"Experience 128GB, A16 Bionic chip, 6.7 inch AMOLED with the Google Pixel 8 Pro.",P005412,Pixel 8 Pro 128 GB Midnight - Google,Google,"Experience A16 Bionic chip, 128 GB, 6.7 inch AMOLED with the Google Pixel 8 Pro.",1
P002067,"New Samsung Galaxy S23 128GB, Black",Samsung,"This Galaxy S23 from Samsung is equipped with New, 6.1 Super Retina XDR, Exynos 2400, 128GB.",P002068,Samsung Galaxy S23 (128 GB) Black New,Samsung,"Samsung's Galaxy S23 features Exynos 2400, New, 6.1 Super Retina XDR, 128 GB for everyday use.",1
P009733,Ryzen 7 RTX 4060 HP Victus (256GB SSD) Silver,HP,"Victus by HP: 256GB SSD, Ryzen 7 RTX 4060, 32 GB RAM, Core i5 12th Gen.",P009734,"HP Victus 256GB SSD, Silver Non-Touch Display",HP,"The HP Victus comes with Core i5 12th Gen, 256GB SSD, 32 GB RAM, Non-Touch Display.",0
P022027,Fujifilm X-T5 (with 18-55mm Lens) Black Mirrorless Camera,Fujifilm,"X-T5 by Fujifilm: 33MP resolution, with 18-55mm Lens, Mirrorless Camera, 1-inch sensor.",P022028,"Mirrorless Camera Fujifilm X-T5 with 18-55mm Lens, Black",Fujifilm,"This X-T5 from Fujifilm is equipped with Mirrorless Camera, with 18-55mm Lens, 33MP resolution, 1-inch sensor.",1
P017089,Sony Bravia X90L 55 inch Black,Sony,"Sony's Bravia X90L features 55 inch, 55in display, Full HD resolution for everyday use.",P017090,Sony Bravia X90L (65 inch) Black,Sony,"The Sony Bravia X90L comes with 65 inch, 55in display, QHD resolution.",0
P000861,Open Box Apple iPhone 15 (256GB) Black,Apple,"The Apple iPhone 15 comes with 256GB, 108MP quad camera, Tensor G3, Open Box.",P000862,Open Box Apple iPhone 15 (256GB) Phantom Black,Apple,"Experience 50 MP triple camera, 256GB, Open Box, Tensor G3 with the Apple iPhone 15.",0
P008417,New Motorola Edge 40 (128GB) White,Motorola,"The Motorola Edge 40 comes with New, 128GB, 50 MP triple camera, 6.1-inch OLED display.",P008418,New Edge 40 128GB Desert Titanium - Motorola,Motorola,"This Edge 40 from Motorola is equipped with New, Tensor G3, 128GB, 48MP main camera.",0
P020947,Microsoft Xbox Series S 512 Digital EditionGB White,Microsoft,"Microsoft's Xbox Series S features 512 Digital EditionGB, Fast load times, 4K graphics support for everyday use.",P020948,Xbox Series S 512 Digital Edition GB White - Microsoft,Microsoft,"The Microsoft Xbox Series S comes with Fast load times, 4K graphics support, 512 Digital Edition GB.",1
P021765,Sony ZV-E10 (Body Only) Black DSLR Camera,Sony,"Sony's ZV-E10 features 24.2MP resolution, Body Only, DSLR Camera, Full-frame sensor for everyday use.",P021766,Full Frame Sensor Sony ZV-E10 Black Body Only,Sony,"Experience 33MP resolution, APS-C sensor, Full Frame Sensor, Body Only with the Sony ZV-E10.",0
P016743,LG UQ7500 4K (55 inch) Black,LG,"Experience 55 inch, 43 inch screen, Full HD resolution with the LG UQ7500 4K.",P016744,LG UQ7500 4K Black 55 inch,LG,"This UQ7500 4K from LG is equipped with 55 inch, 43 inch screen, Full HD resolution.",1
P004291,Xiaomi Xiaomi 14 Blue 512GB,Xiaomi,"Experience 50 MP triple camera, 512GB, A16 Bionic chip with the Xiaomi Xiaomi 14.",P004292,"Xiaomi Xiaomi 14 512 GB, Blue",Xiaomi,"This Xiaomi 14 from Xiaomi is equipped with 50 MP triple camera, 512 GB, A16 Bionic chip.",1
P002445,Samsung Galaxy S24 Ultra (128GB) Blue,Samsung,"Samsung's Galaxy S24 Ultra features 128GB, 108MP quad camera, Tensor G3 for everyday use.",P002446,Samsung Galaxy S24 Ultra (128GB) Phantom Black,Samsung,"Samsung's Galaxy S24 Ultra features Snapdragon 8 Gen 3, 50 MP triple camera, 128GB for everyday use.",0
P001849,Samsung Galaxy S24 Ultra (64GB) Midnight New,Samsung,"Galaxy S24 Ultra by Samsung: New, 50 MP triple camera, 64GB, 6.1-inch OLED display.",P001850,New Samsung Galaxy S24 Ultra Midnight 512GB,Samsung,"Samsung's Galaxy S24 Ultra features New, 108MP quad camera, 512GB, Tensor G3 for everyday use.",0
P011229,"Windows 11 Lenovo Legion 5 256GB SSD, Space Gray",Lenovo,"This Legion 5 from Lenovo is equipped with 256GB SSD, 32 GB RAM, Core i5 12th Gen, Windows 11.",P011230,Lenovo Yoga Slim 7 256GB SSD Space Gray Windows 11,Lenovo,"Yoga Slim 7 by Lenovo: Core i5 12th Gen, Windows 11, 256GB SSD, 32 GB RAM.",0
P015049,MSI Cyborg 15 512GB SSD Silver Ryzen 5,MSI,"The MSI Cyborg 15 comes with 512GB SSD, Ryzen 5, Ryzen 5 5600H, 8GB RAM.",P015050,Core i9 RTX 4070 MSI Cyborg 15 Silver 512GB SSD,MSI,"Experience Core i9 RTX 4070, 512GB SSD, Core i5 12th Gen, 16GB RAM with the MSI Cyborg 15.",0
P020171,"Prestige Induction Cooktop, Black",Prestige,"Experience 2 Litre, 750W motor with the Prestige Induction Cooktop.",P020172,Prestige Induction Cooktop Black,Prestige,"Prestige's Induction Cooktop features 2 Litre, 750W motor for everyday use.",1
P001497,New Samsung Galaxy S23 Ultra (128GB) Desert Titanium,Samsung,"Galaxy S23 Ultra by Samsung: 6.5in LCD 120Hz, 128GB, New, Exynos 2400.",P001498,New Samsung Galaxy S24 Desert Titanium 128GB,Samsung,"Galaxy S24 by Samsung: 128GB, 50 MP triple camera, New, 6.5in LCD 120Hz.",0
P018719,Anzarun Lite UK 7 Grey - Puma,Puma,"Puma's Anzarun Lite features 55in display, Mesh upper, UK 7 for everyday use.",P018720,Puma Anzarun Lite (UK 7) Gray,Puma,"This Anzarun Lite from Puma is equipped with 55in display, UK 7, Mesh upper.",1
P004853,Renewed Xiaomi Xiaomi 14 (64GB) Titanium Gray,Xiaomi,"Xiaomi's Xiaomi 14 features 50 MP triple camera, 64GB, 6.7 inch AMOLED, Renewed for everyday use.",P004854,Renewed Xiaomi Xiaomi 14 Green 64GB,Xiaomi,"This Xiaomi 14 from Xiaomi is equipped with 6.7 inch AMOLED, 64GB, Renewed, Dimensity 9200.",0
P000899,Refurbished iPhone 15 64GB Blue - Apple,Apple,"Experience Refurbished, 64GB, 50 MP triple camera, Tensor G3 with the Apple iPhone 15.",P000900,"Apple iPhone 15 64 GB, Blue Refurbished",Apple,"Experience 50 MP triple camera, Refurbished, 64 GB, Tensor G3 with the Apple iPhone 15.",1
P024155,PCIe 4.0 SanDisk Extreme Pro (500GB) Black,SanDisk,"Experience USB-C interface, PCIe 4.0, 560 MB/s read speed, 500GB with the SanDisk Extreme Pro.",P024156,SanDisk Extreme Pro Black 500 GB PCIe 4.0,SanDisk,"SanDisk's Extreme Pro features USB-C interface, PCIe 4.0, 560 MB/s read speed, 500 GB for everyday use.",1
P002783,Samsung Galaxy S24 128GB Green Open Box,Samsung,"The Samsung Galaxy S24 comes with Snapdragon 8 Gen 3, 128GB, Open Box, 6.7 inch AMOLED.",P002784,Samsung Galaxy S24 Green 128 GB Open Box,Samsung,"The Samsung Galaxy S24 comes with 128 GB, Snapdragon 8 Gen 3, Open Box, 6.7 inch AMOLED.",1
P011377,Lenovo Yoga Slim 7 (512GB SSD) Black Ryzen 5,Lenovo,"This Yoga Slim 7 from Lenovo is equipped with Core i7 RTX 3050, 512GB SSD, Ryzen 5, 32 GB RAM.",P011378,Ryzen 5 Lenovo Yoga Slim 7 1TB SSD Black,Lenovo,"The Lenovo Yoga Slim 7 comes with 32 GB RAM, Ryzen 5, 1TB SSD, Core i5 12th Gen.",0
P012533,"Ryzen 7 RTX 4060 Asus ROG Strix G16 256GB SSD, Silver",Asus,"ROG Strix G16 by Asus: Core i5 12th Gen, Ryzen 7 RTX 4060, 256GB SSD, 16GB RAM.",P012534,ROG Strix G16 256GB SSD Silver - Asus Ubuntu Linux,Asus,"ROG Strix G16 by Asus: Ryzen 5 5600H, Ubuntu Linux, 8GB RAM, 256GB SSD.",0
P026141,Red Dead Redemption 2 Standard - Rockstar Games PS5,Rockstar Games,Rockstar Games's Red Dead Redemption 2 features PS5 for everyday use.,P026142,Standard Edition Red Dead Redemption 2 Standard - Rockstar Games,Rockstar Games,The Rockstar Games Red Dead Redemption 2 comes with Standard Edition.,0
P008407,Renewed Motorola Edge 40 64GB Desert Titanium,Motorola,"The Motorola Edge 40 comes with 64GB, Renewed, 50 MP triple camera, A16 Bionic chip.",P008408,Motorola Edge 40 64 GB Desert Titanium Renewed,Motorola,"Experience 50 MP triple camera, Renewed, 64 GB, A16 Bionic chip with the Motorola Edge 40.",1
P021457,"Canon EOS 90D with 18-55mm Lens, Black Mirrorless Camera",Canon,"EOS 90D by Canon: Mirrorless Camera, with 18-55mm Lens, Full-frame sensor, 26MP resolution.",P021458,Mirrorless Camera Canon EOS 90D (with 24-70mm Lens) Black,Canon,"Canon's EOS 90D features Full-frame sensor, 26MP resolution, Mirrorless Camera, with 24-70mm Lens for everyday use.",0
P011543,Lenovo ThinkPad E14 256GB SSD Silver Core i7 16GB RAM,Lenovo,"This ThinkPad E14 from Lenovo is equipped with 256GB SSD, Core i7 16GB RAM, 32 GB RAM, Core i7 RTX 3050.",P011544,Lenovo ThinkPad E14 Silver 256GB SSD Core i7 16GB RAM,Lenovo,"Experience 32 GB RAM, 256GB SSD, Core i7 16GB RAM, Core i7 RTX 3050 with the Lenovo ThinkPad E14.",1
P019683,Skechers Go Walk 6 (UK 6) Black/White,Skechers,"Skechers's Go Walk 6 features 55in display, breathable knit, UK 6 for everyday use.",P019684,Skechers Go Walk 6 Black/White UK 6,Skechers,"This Go Walk 6 from Skechers is equipped with 55in display, breathable knit, UK 6.",1
P023465,Portable SSD WD Black SN850X Black 500GB,WD,"The WD Black SN850X comes with PCIe 4.0 interface, 500GB, Portable SSD, 7000 MB/s read speed.",P023466,WD Black SN850X (4TB) Black Portable SSD,WD,"The WD Black SN850X comes with 1050 MB/s transfer speed, USB-C interface, 4TB, Portable SSD.",0
P010415,"Dell XPS 13 1TB SSD, Space Gray Non-Touch Display",Dell,"This XPS 13 from Dell is equipped with Ryzen 5 5600H, 32 GB RAM, Non-Touch Display, 1TB SSD.",P010416,Dell XPS 13 1TB SSD Space Gray Non-Touch Display,Dell,"XPS 13 by Dell: 32 GB RAM, 1TB SSD, Non-Touch Display, Ryzen 5 5600H.",1
P025813,Nintendo Switch Madden NFL 24 Standard - EA Sports,EA Sports,The EA Sports Madden NFL 24 comes with Nintendo Switch.,P025814,PC Madden NFL 24 Standard - EA Sports,EA Sports,The EA Sports Madden NFL 24 comes with PC.,0
P002541,New Samsung Galaxy A54 (128GB) Blue,Samsung,"Samsung's Galaxy A54 features 6.1 Super Retina XDR, Exynos 2400, New, 128GB for everyday use.",P002542,"New Samsung Galaxy A54 128GB, Green",Samsung,"Experience New, 128GB, 6.1 Super Retina XDR, A16 Bionic chip with the Samsung Galaxy A54.",0
P024493,"Dyson V8, Yellow/Nickel Cordless Vacuum",Dyson,"Dyson's V8 features 230AW suction power, Cordless Vacuum, 60 minute runtime for everyday use.",P024494,Dyson V8 Yellow/Nickel Robot Vacuum,Dyson,"This V8 from Dyson is equipped with 230AW suction power, Robot Vacuum, 40 minute runtime.",0
P011471,Core i9 RTX 4070 Lenovo Yoga Slim 7 256GB SSD Black,Lenovo,"Yoga Slim 7 by Lenovo: Core i9 RTX 4070, 256GB SSD, 8GB RAM, Core i7 RTX 3050.",P011472,"Lenovo Yoga Slim 7 256GB SSD, Black Core i9 RTX 4070",Lenovo,"Yoga Slim 7 by Lenovo: 256GB SSD, 8GB RAM, Core i9 RTX 4070, Core i7 RTX 3050.",1
P001125,Apple iPhone 16 128GB Blue New,Apple,"Experience 128GB, New, 6.1 Super Retina XDR, A16 Bionic chip with the Apple iPhone 16.",P001126,Apple iPhone 16 128GB Desert Titanium New,Apple,"Experience 6.7 inch AMOLED, New, 50 MP triple camera, 128GB with the Apple iPhone 16.",0
P015437,"JBL Tour Pro 2, Blue",JBL,"Experience 22hr playback, Heart rate monitor with the JBL Tour Pro 2.",P015438,Tour Pro 2 Teal - JBL,JBL,"This Tour Pro 2 from JBL is equipped with 22hr playback, Bluetooth 5.3.",0
P009389,Refurbished Nothing Phone 2a 256GB Desert Titanium,Nothing,"The Nothing Phone 2a comes with 50 MP triple camera, Refurbished, Snapdragon 8 Gen 3, 256GB.",P009390,Open Box Nothing Phone 2a 256GB Desert Titanium,Nothing,"Nothing's Phone 2a features Exynos 2400, Open Box, 256GB, 6.7 inch AMOLED for everyday use.",0
P009989,Touch Display HP Pavilion 15 (256GB SSD) Silver,HP,"The HP Pavilion 15 comes with Touch Display, 256GB SSD, 8GB RAM, Core i5 12th Gen.",P009990,Pavilion 15 256GB SSD Silver - HP Non-Touch Display,HP,"Pavilion 15 by HP: 256GB SSD, Non-Touch Display, Ryzen 7 RTX 4060, 16GB RAM.",0
P021099,Nintendo Switch Lite (512 Disc EditionGB) Black,Nintendo,"Nintendo's Switch Lite features Fast load times, Ray tracing support, 512 Disc EditionGB for everyday use.",P021100,Nintendo Switch Lite 512 Disc Edition GB Black,Nintendo,"Switch Lite by Nintendo: Ray tracing support, 512 Disc Edition GB, Fast load times.",1
P005575,"Google Pixel 7 128GB, Black Refurbished",Google,"This Pixel 7 from Google is equipped with Refurbished, 6.1-inch OLED display, 50 MP triple camera, 128GB.",P005576,Google Pixel 7 128 GB Black Refurbished,Google,"Pixel 7 by Google: 128 GB, 50 MP triple camera, Refurbished, 6.1-inch OLED display.",1
P010913,Core i5 RTX 3050 Vostro 14 1TB SSD Blue - Dell,Dell,"This Vostro 14 from Dell is equipped with 32 GB RAM, Core i5 RTX 3050, 1TB SSD, Ryzen 7 RTX 4060.",P010914,Ryzen 5 Dell Vostro 14 1TB SSD Blue,Dell,"The Dell Vostro 14 comes with 1TB SSD, 8GB RAM, Ryzen 5, Ryzen 5 5600H.",0
